Loan_ID,Borrower_Name,Loan_Amount,Outstanding_Balance,Risk_Rating,Loan_Type,Origination_Date,Maturity_Date,Interest_Rate,Current_Status,Borrower_Industry,Credit_Score,Annual_Income,LTV_Ratio,Collateral_Type,Country,State,Reporting_Date
LN003250,Borrower_3250,465134,479365,Medium,Personal,2023-11-24,2033-11-24,2.94,Delinquent,Manufacturing,377,211866,0.21,None,USA,NC,2032-11-23
LN003251,Borrower_3251,432387,438779,High,Commercial,2023-11-25,2033-11-25,12.95,Delinquent,Retail,368,22531,0.35,Inventory,USA,OH,2032-11-24
LN003252,Borrower_3252,439995,293772,Medium,Mortgage,2023-11-26,2033-11-26,13.71,Delinquent,Healthcare,398,212590,0.46,Real Estate,UK,PA,2032-11-25
LN003253,Borrower_3253,204900,70672,High,Auto,2023-11-27,2033-11-27,4.53,Current,Finance,367,428240,0.7,Real Estate,UK,GA,2032-11-26
LN003254,Borrower_3254,365867,47246,High,Commercial,2023-11-28,2033-11-28,12.34,Current,Manufacturing,377,480017,0.46,Inventory,Germany,FL,2032-11-27
LN003255,Borrower_3255,279555,405377,Low,Commercial,2023-11-29,2033-11-29,11.76,Delinquent,Finance,445,165813,0.31,Real Estate,Germany,IL,2032-11-28
LN003256,Borrower_3256,254062,495209,Medium,Commercial,2023-11-30,2033-11-30,4.73,Default,Finance,374,486596,0.13,Inventory,Germany,PA,2032-11-29
LN003257,Borrower_3257,324153,90110,Medium,Personal,2023-12-01,2033-12-01,7.77,Current,Healthcare,813,82345,0.86,Equipment,Germany,OH,2032-11-30
LN003258,Borrower_3258,413638,486654,Low,Mortgage,2023-12-02,2033-12-02,7.78,Current,Manufacturing,386,339327,0.48,Inventory,Canada,IL,2032-12-01
LN003259,Borrower_3259,440684,265954,High,Commercial,2023-12-03,2033-12-03,12.0,Default,Retail,347,267801,0.4,Equipment,Canada,IL,2032-12-02
LN003260,Borrower_3260,37371,191932,High,Personal,2023-12-04,2033-12-04,12.97,Default,Manufacturing,341,179560,0.58,None,France,NC,2032-12-03
LN003261,Borrower_3261,62022,209271,Low,Commercial,2023-12-05,2033-12-05,3.68,Delinquent,Finance,433,93905,0.21,None,France,NC,2032-12-04
LN003262,Borrower_3262,338373,72688,Low,Commercial,2023-12-06,2033-12-06,9.54,Current,Technology,318,487614,0.46,Equipment,Germany,PA,2032-12-05
LN003263,Borrower_3263,104071,328692,High,Mortgage,2023-12-07,2033-12-07,12.02,Default,Healthcare,419,250187,0.78,Inventory,Germany,NC,2032-12-06
LN003264,Borrower_3264,187268,194435,Medium,Personal,2023-12-08,2033-12-08,12.33,Default,Retail,634,373822,0.76,Inventory,Canada,GA,2032-12-07
LN003265,Borrower_3265,478570,274306,Low,Auto,2023-12-09,2033-12-09,4.35,Delinquent,Retail,830,23555,0.79,Equipment,Germany,PA,2032-12-08
LN003266,Borrower_3266,363918,351002,Low,Mortgage,2023-12-10,2033-12-10,9.07,Delinquent,Finance,369,321608,0.52,Real Estate,Germany,MI,2032-12-09
LN003267,Borrower_3267,494626,74535,Low,Auto,2023-12-11,2033-12-11,13.22,Current,Retail,733,261155,0.43,Inventory,Canada,FL,2032-12-10
LN003268,Borrower_3268,293859,401435,Low,Personal,2023-12-12,2033-12-12,6.48,Default,Finance,488,423313,0.85,Equipment,USA,OH,2032-12-11
LN003269,Borrower_3269,294749,71864,Low,Personal,2023-12-13,2033-12-13,7.81,Delinquent,Retail,702,420653,0.26,Real Estate,Canada,IL,2032-12-12
LN003270,Borrower_3270,104853,135693,Low,Auto,2023-12-14,2033-12-14,12.55,Current,Retail,686,118477,0.75,Real Estate,Germany,FL,2032-12-13
LN003271,Borrower_3271,36174,119371,High,Personal,2023-12-15,2033-12-15,3.62,Delinquent,Finance,432,144725,0.9,Equipment,Canada,CA,2032-12-14
LN003272,Borrower_3272,408172,90792,High,Mortgage,2023-12-16,2033-12-16,13.24,Current,Healthcare,521,43004,0.36,Inventory,France,GA,2032-12-15
LN003273,Borrower_3273,81373,176505,Low,Commercial,2023-12-17,2033-12-17,6.39,Default,Retail,366,323195,0.28,Real Estate,USA,IL,2032-12-16
LN003274,Borrower_3274,336396,471066,High,Auto,2023-12-18,2033-12-18,2.52,Delinquent,Manufacturing,530,481309,0.56,Real Estate,USA,PA,2032-12-17
LN003275,Borrower_3275,198021,258416,Medium,Commercial,2023-12-19,2033-12-19,5.43,Current,Technology,449,420255,0.29,Real Estate,USA,NY,2032-12-18
LN003276,Borrower_3276,198718,67188,Medium,Auto,2023-12-20,2033-12-20,3.62,Current,Finance,408,69750,0.88,None,Canada,FL,2032-12-19
LN003277,Borrower_3277,75017,187023,Low,Commercial,2023-12-21,2033-12-21,3.65,Default,Retail,728,189504,0.32,Equipment,France,IL,2032-12-20
LN003278,Borrower_3278,68037,344862,Medium,Commercial,2023-12-22,2033-12-22,11.16,Delinquent,Healthcare,794,311229,0.38,None,UK,FL,2032-12-21
LN003279,Borrower_3279,94818,239188,Medium,Mortgage,2023-12-23,2033-12-23,5.17,Current,Manufacturing,380,251560,0.9,Real Estate,France,CA,2032-12-22
LN003280,Borrower_3280,11548,37558,High,Commercial,2023-12-24,2033-12-24,14.18,Current,Finance,839,383173,0.29,Real Estate,France,NY,2032-12-23
LN003281,Borrower_3281,121981,129938,High,Auto,2023-12-25,2033-12-25,8.96,Current,Manufacturing,787,171640,0.9,Equipment,Germany,GA,2032-12-24
LN003282,Borrower_3282,239213,147731,High,Commercial,2023-12-26,2033-12-26,8.25,Current,Technology,307,255089,0.29,Real Estate,France,FL,2032-12-25
LN003283,Borrower_3283,209366,297557,High,Personal,2023-12-27,2033-12-27,7.93,Delinquent,Healthcare,774,242250,0.92,Equipment,Canada,MI,2032-12-26
LN003284,Borrower_3284,159249,273579,Medium,Commercial,2023-12-28,2033-12-28,11.16,Delinquent,Finance,553,42150,0.39,Real Estate,USA,MI,2032-12-27
LN003285,Borrower_3285,291166,251272,Low,Commercial,2023-12-29,2033-12-29,8.15,Current,Finance,792,208759,0.32,Equipment,France,FL,2032-12-28
LN003286,Borrower_3286,111297,448127,High,Personal,2023-12-30,2033-12-30,4.11,Delinquent,Retail,504,177991,0.53,Equipment,France,MI,2032-12-29
LN003287,Borrower_3287,141614,29067,Medium,Personal,2023-12-31,2033-12-31,13.5,Delinquent,Manufacturing,466,114548,0.43,Inventory,UK,FL,2032-12-30
LN003288,Borrower_3288,227084,88794,High,Auto,2024-01-01,2034-01-01,7.85,Default,Finance,626,104598,0.28,Inventory,UK,PA,2032-12-31
LN003289,Borrower_3289,494536,356967,Medium,Personal,2024-01-02,2034-01-02,3.43,Default,Manufacturing,524,234333,0.4,Equipment,Germany,IL,2033-01-01
LN003290,Borrower_3290,65428,332368,High,Personal,2024-01-03,2034-01-03,9.12,Current,Technology,729,216278,0.74,Equipment,UK,NY,2033-01-02
LN003291,Borrower_3291,158812,467441,Low,Auto,2024-01-04,2034-01-04,10.59,Default,Retail,778,372290,0.85,Real Estate,Germany,GA,2033-01-03
LN003292,Borrower_3292,326497,2379,High,Auto,2024-01-05,2034-01-05,5.94,Delinquent,Technology,408,376522,0.84,Real Estate,Canada,PA,2033-01-04
LN003293,Borrower_3293,488569,365691,Low,Commercial,2024-01-06,2034-01-06,12.5,Current,Retail,716,408618,0.78,Inventory,USA,NC,2033-01-05
LN003294,Borrower_3294,118132,109541,High,Mortgage,2024-01-07,2034-01-07,10.87,Default,Retail,672,425889,0.1,Real Estate,UK,GA,2033-01-06
LN003295,Borrower_3295,192604,421840,High,Auto,2024-01-08,2034-01-08,10.63,Current,Manufacturing,577,237422,0.48,Equipment,Canada,FL,2033-01-07
LN003296,Borrower_3296,21052,485716,High,Personal,2024-01-09,2034-01-09,7.76,Current,Retail,710,73326,0.25,None,USA,FL,2033-01-08
LN003297,Borrower_3297,105689,220499,Medium,Commercial,2024-01-10,2034-01-10,14.52,Default,Technology,490,92836,0.17,Equipment,Canada,FL,2033-01-09
LN003298,Borrower_3298,183148,115634,Medium,Personal,2024-01-11,2034-01-11,5.93,Delinquent,Technology,320,255891,0.76,Equipment,Canada,CA,2033-01-10
LN003299,Borrower_3299,451636,254579,Low,Auto,2024-01-12,2034-01-12,9.72,Delinquent,Technology,549,287431,0.81,Real Estate,Canada,TX,2033-01-11
LN003300,Borrower_3300,136743,391845,Low,Mortgage,2024-01-13,2034-01-13,6.36,Default,Manufacturing,674,165359,0.83,Real Estate,Canada,IL,2033-01-12
LN003301,Borrower_3301,267307,320889,Medium,Commercial,2024-01-14,2034-01-14,11.81,Default,Manufacturing,583,247563,0.9,Equipment,UK,FL,2033-01-13
LN003302,Borrower_3302,308568,446021,Low,Auto,2024-01-15,2034-01-15,3.1,Default,Healthcare,819,58701,0.63,Real Estate,France,NY,2033-01-14
LN003303,Borrower_3303,451960,104915,Low,Auto,2024-01-16,2034-01-16,3.07,Default,Finance,741,369716,1.0,Equipment,Canada,MI,2033-01-15
LN003304,Borrower_3304,468547,406732,Medium,Personal,2024-01-17,2034-01-17,12.64,Current,Healthcare,744,122892,0.54,Equipment,USA,FL,2033-01-16
LN003305,Borrower_3305,408850,211494,Medium,Mortgage,2024-01-18,2034-01-18,7.93,Delinquent,Healthcare,716,338088,0.9,Equipment,UK,FL,2033-01-17
LN003306,Borrower_3306,140870,217915,Medium,Auto,2024-01-19,2034-01-19,6.76,Delinquent,Retail,830,41830,0.2,Equipment,UK,OH,2033-01-18
LN003307,Borrower_3307,289564,130560,Medium,Personal,2024-01-20,2034-01-20,10.09,Default,Retail,841,368314,0.23,Inventory,Canada,PA,2033-01-19
LN003308,Borrower_3308,125575,156915,High,Commercial,2024-01-21,2034-01-21,11.27,Delinquent,Healthcare,761,326960,0.63,Real Estate,Canada,CA,2033-01-20
LN003309,Borrower_3309,263230,137984,Medium,Personal,2024-01-22,2034-01-22,5.02,Delinquent,Finance,441,333409,0.21,Equipment,USA,FL,2033-01-21
LN003310,Borrower_3310,296444,153586,Low,Commercial,2024-01-23,2034-01-23,4.82,Delinquent,Healthcare,415,87303,0.17,Equipment,France,CA,2033-01-22
LN003311,Borrower_3311,357025,219431,High,Personal,2024-01-24,2034-01-24,14.48,Default,Manufacturing,406,476217,0.28,Equipment,UK,TX,2033-01-23
LN003312,Borrower_3312,15749,189104,High,Mortgage,2024-01-25,2034-01-25,9.87,Default,Technology,845,357260,0.81,Real Estate,Canada,NC,2033-01-24
LN003313,Borrower_3313,109131,423013,Low,Personal,2024-01-26,2034-01-26,7.38,Delinquent,Healthcare,477,298727,0.93,Real Estate,Germany,PA,2033-01-25
LN003314,Borrower_3314,161193,138521,High,Mortgage,2024-01-27,2034-01-27,12.52,Default,Retail,331,127007,0.4,Inventory,Germany,GA,2033-01-26
LN003315,Borrower_3315,395707,133797,Low,Mortgage,2024-01-28,2034-01-28,9.06,Delinquent,Finance,597,116767,0.98,None,Canada,NY,2033-01-27
LN003316,Borrower_3316,304631,344550,High,Commercial,2024-01-29,2034-01-29,5.52,Default,Retail,460,92177,0.83,Inventory,Germany,FL,2033-01-28
LN003317,Borrower_3317,230019,10304,High,Personal,2024-01-30,2034-01-30,5.08,Delinquent,Manufacturing,711,219340,0.3,Equipment,USA,MI,2033-01-29
LN003318,Borrower_3318,431577,467274,Low,Personal,2024-01-31,2034-01-31,7.46,Default,Retail,722,325846,0.63,Inventory,France,FL,2033-01-30
LN003319,Borrower_3319,288367,126555,Low,Personal,2024-02-01,2034-02-01,13.25,Delinquent,Retail,393,430663,0.98,Real Estate,Germany,PA,2033-01-31
LN003320,Borrower_3320,77930,407879,Low,Mortgage,2024-02-02,2034-02-02,3.27,Default,Finance,842,173871,0.86,Equipment,USA,NY,2033-02-01
LN003321,Borrower_3321,150128,333464,Low,Auto,2024-02-03,2034-02-03,5.23,Default,Finance,451,211187,0.43,Real Estate,Germany,NC,2033-02-02
LN003322,Borrower_3322,295524,469224,Medium,Personal,2024-02-04,2034-02-04,13.66,Delinquent,Retail,761,314111,0.38,Inventory,USA,FL,2033-02-03
LN003323,Borrower_3323,293179,95488,Medium,Personal,2024-02-05,2034-02-05,4.02,Current,Retail,655,190143,0.84,None,USA,OH,2033-02-04
LN003324,Borrower_3324,297764,259490,Low,Auto,2024-02-06,2034-02-06,10.37,Delinquent,Healthcare,835,194911,0.59,Equipment,Canada,PA,2033-02-05
LN003325,Borrower_3325,418093,338735,Medium,Commercial,2024-02-07,2034-02-07,5.17,Delinquent,Manufacturing,517,402911,0.25,Equipment,UK,GA,2033-02-06
LN003326,Borrower_3326,261553,358188,Low,Personal,2024-02-08,2034-02-08,10.07,Current,Healthcare,653,326574,0.4,None,USA,TX,2033-02-07
LN003327,Borrower_3327,453532,144748,Low,Auto,2024-02-09,2034-02-09,7.29,Default,Finance,700,243657,0.7,Equipment,Germany,IL,2033-02-08
LN003328,Borrower_3328,200113,288336,High,Personal,2024-02-10,2034-02-10,3.77,Current,Healthcare,399,63128,0.24,Real Estate,Canada,OH,2033-02-09
LN003329,Borrower_3329,384504,262602,Low,Mortgage,2024-02-11,2034-02-11,9.78,Delinquent,Healthcare,720,33745,0.73,Real Estate,UK,NY,2033-02-10
LN003330,Borrower_3330,58352,418938,Low,Auto,2024-02-12,2034-02-12,11.04,Current,Retail,605,456639,0.74,Inventory,France,GA,2033-02-11
LN003331,Borrower_3331,429127,139518,Low,Mortgage,2024-02-13,2034-02-13,11.0,Default,Retail,549,139069,0.34,Real Estate,USA,GA,2033-02-12
LN003332,Borrower_3332,168856,382448,Low,Auto,2024-02-14,2034-02-14,10.46,Delinquent,Manufacturing,728,295410,0.46,Inventory,USA,TX,2033-02-13
LN003333,Borrower_3333,8191,398941,High,Commercial,2024-02-15,2034-02-15,8.75,Delinquent,Technology,575,175031,0.94,Equipment,UK,MI,2033-02-14
LN003334,Borrower_3334,431376,217669,Low,Mortgage,2024-02-16,2034-02-16,8.99,Default,Technology,614,438196,0.77,Real Estate,Canada,CA,2033-02-15
LN003335,Borrower_3335,357680,89207,High,Personal,2024-02-17,2034-02-17,10.45,Default,Healthcare,614,215753,0.81,Real Estate,France,FL,2033-02-16
LN003336,Borrower_3336,109576,189704,Low,Auto,2024-02-18,2034-02-18,11.13,Delinquent,Manufacturing,389,461851,0.56,Real Estate,UK,OH,2033-02-17
LN003337,Borrower_3337,200713,199017,High,Personal,2024-02-19,2034-02-19,10.69,Default,Manufacturing,694,172039,0.29,Real Estate,France,GA,2033-02-18
LN003338,Borrower_3338,447939,74741,Medium,Commercial,2024-02-20,2034-02-20,9.84,Current,Finance,738,410374,0.63,Real Estate,UK,FL,2033-02-19
LN003339,Borrower_3339,8631,17365,High,Auto,2024-02-21,2034-02-21,4.45,Current,Retail,550,176771,0.79,Equipment,Canada,NY,2033-02-20
LN003340,Borrower_3340,142244,328936,High,Commercial,2024-02-22,2034-02-22,5.13,Current,Finance,535,34265,0.1,Equipment,Germany,OH,2033-02-21
LN003341,Borrower_3341,309224,196929,Low,Auto,2024-02-23,2034-02-23,5.75,Current,Technology,376,170248,0.2,None,UK,TX,2033-02-22
LN003342,Borrower_3342,225169,248481,High,Mortgage,2024-02-24,2034-02-24,14.0,Default,Manufacturing,399,291361,0.53,Equipment,Germany,NC,2033-02-23
LN003343,Borrower_3343,95353,147776,High,Personal,2024-02-25,2034-02-25,11.99,Current,Technology,760,201756,0.49,Equipment,UK,GA,2033-02-24
LN003344,Borrower_3344,418497,313719,Low,Mortgage,2024-02-26,2034-02-26,9.41,Current,Retail,697,348207,0.98,Inventory,USA,NC,2033-02-25
LN003345,Borrower_3345,33671,161974,Medium,Mortgage,2024-02-27,2034-02-27,5.65,Delinquent,Retail,544,211196,0.18,None,Canada,GA,2033-02-26
LN003346,Borrower_3346,127811,382785,Medium,Mortgage,2024-02-28,2034-02-28,3.89,Default,Retail,680,64294,0.39,Inventory,USA,CA,2033-02-27
LN003347,Borrower_3347,187503,233366,Medium,Mortgage,2024-02-29,2034-03-01,13.73,Default,Technology,351,305366,0.83,Inventory,France,OH,2033-02-28
LN003348,Borrower_3348,226972,395411,High,Auto,2024-03-01,2034-03-02,13.66,Default,Manufacturing,461,202670,0.65,Inventory,Germany,MI,2033-03-01
LN003349,Borrower_3349,258211,251319,Low,Personal,2024-03-02,2034-03-03,3.88,Delinquent,Finance,490,485942,0.61,Inventory,France,NY,2033-03-02
LN003350,Borrower_3350,394878,316661,Medium,Auto,2024-03-03,2034-03-04,12.47,Delinquent,Manufacturing,421,175894,0.77,Equipment,Germany,IL,2033-03-03
LN003351,Borrower_3351,229033,35012,Medium,Auto,2024-03-04,2034-03-05,8.08,Default,Manufacturing,710,232224,0.14,None,Germany,MI,2033-03-04
LN003352,Borrower_3352,426818,143487,Medium,Auto,2024-03-05,2034-03-06,6.55,Current,Healthcare,593,53395,0.95,Inventory,Canada,NC,2033-03-05
LN003353,Borrower_3353,224861,433750,Medium,Mortgage,2024-03-06,2034-03-07,11.74,Delinquent,Manufacturing,545,54884,0.27,None,France,CA,2033-03-06
LN003354,Borrower_3354,318543,22686,Low,Commercial,2024-03-07,2034-03-08,10.18,Delinquent,Finance,483,265388,0.17,Equipment,USA,NY,2033-03-07
LN003355,Borrower_3355,159544,209270,Medium,Mortgage,2024-03-08,2034-03-09,12.25,Delinquent,Healthcare,748,337337,0.41,None,USA,NC,2033-03-08
LN003356,Borrower_3356,185302,160815,High,Auto,2024-03-09,2034-03-10,3.43,Default,Manufacturing,645,452691,0.73,None,Germany,FL,2033-03-09
LN003357,Borrower_3357,471832,33161,High,Mortgage,2024-03-10,2034-03-11,6.48,Current,Healthcare,467,196524,0.31,Equipment,Germany,NY,2033-03-10
LN003358,Borrower_3358,12099,455529,Low,Personal,2024-03-11,2034-03-12,6.49,Delinquent,Manufacturing,704,422015,0.14,Real Estate,Germany,IL,2033-03-11
LN003359,Borrower_3359,254686,248066,Medium,Personal,2024-03-12,2034-03-13,6.62,Delinquent,Retail,715,363606,0.15,Inventory,France,MI,2033-03-12
LN003360,Borrower_3360,423647,240689,Medium,Mortgage,2024-03-13,2034-03-14,8.78,Default,Retail,823,42812,0.33,Inventory,France,MI,2033-03-13
LN003361,Borrower_3361,61492,265546,High,Mortgage,2024-03-14,2034-03-15,6.04,Current,Manufacturing,335,464561,0.22,Equipment,UK,GA,2033-03-14
LN003362,Borrower_3362,101722,64190,Low,Commercial,2024-03-15,2034-03-16,8.05,Delinquent,Healthcare,315,79777,0.44,None,USA,IL,2033-03-15
LN003363,Borrower_3363,445900,247256,High,Mortgage,2024-03-16,2034-03-17,7.1,Default,Finance,505,172858,0.26,Equipment,Germany,MI,2033-03-16
LN003364,Borrower_3364,35111,446767,Low,Mortgage,2024-03-17,2034-03-18,11.69,Default,Retail,793,35921,0.41,Real Estate,France,NC,2033-03-17
LN003365,Borrower_3365,68936,276419,Low,Commercial,2024-03-18,2034-03-19,10.04,Delinquent,Healthcare,722,107746,0.5,None,UK,IL,2033-03-18
LN003366,Borrower_3366,158686,160254,Low,Mortgage,2024-03-19,2034-03-20,10.67,Default,Finance,504,31764,0.77,Real Estate,Germany,OH,2033-03-19
LN003367,Borrower_3367,228332,15915,High,Mortgage,2024-03-20,2034-03-21,5.13,Default,Healthcare,456,301821,0.3,Equipment,USA,MI,2033-03-20
LN003368,Borrower_3368,440207,264053,Low,Mortgage,2024-03-21,2034-03-22,6.57,Delinquent,Manufacturing,714,35497,0.53,Equipment,France,MI,2033-03-21
LN003369,Borrower_3369,206548,377254,High,Mortgage,2024-03-22,2034-03-23,2.76,Default,Retail,598,455720,0.83,Equipment,Germany,CA,2033-03-22
LN003370,Borrower_3370,254031,66908,High,Mortgage,2024-03-23,2034-03-24,3.85,Current,Retail,318,34850,0.99,Real Estate,Canada,NY,2033-03-23
LN003371,Borrower_3371,328064,128337,Medium,Auto,2024-03-24,2034-03-25,5.81,Current,Retail,798,183157,0.6,Inventory,Canada,MI,2033-03-24
LN003372,Borrower_3372,492510,285764,High,Mortgage,2024-03-25,2034-03-26,3.32,Delinquent,Manufacturing,437,270917,0.49,Real Estate,USA,GA,2033-03-25
LN003373,Borrower_3373,68530,35112,High,Commercial,2024-03-26,2034-03-27,10.03,Current,Finance,342,406506,0.67,Real Estate,UK,OH,2033-03-26
LN003374,Borrower_3374,434440,206123,Medium,Mortgage,2024-03-27,2034-03-28,14.98,Current,Finance,603,320101,0.54,Real Estate,UK,MI,2033-03-27
LN003375,Borrower_3375,274932,3431,Medium,Auto,2024-03-28,2034-03-29,3.76,Delinquent,Retail,595,149604,0.25,Equipment,Canada,GA,2033-03-28
LN003376,Borrower_3376,33082,87590,Medium,Commercial,2024-03-29,2034-03-30,12.77,Default,Finance,589,295101,0.51,Real Estate,USA,NC,2033-03-29
LN003377,Borrower_3377,390431,325319,Low,Commercial,2024-03-30,2034-03-31,3.99,Current,Retail,665,340269,0.98,Inventory,Canada,NC,2033-03-30
LN003378,Borrower_3378,94570,118472,Low,Mortgage,2024-03-31,2034-04-01,10.87,Default,Finance,668,300577,0.68,Real Estate,Germany,NC,2033-03-31
LN003379,Borrower_3379,106015,295768,Medium,Personal,2024-04-01,2034-04-02,10.54,Delinquent,Retail,428,281984,0.36,Inventory,France,FL,2033-04-01
LN003380,Borrower_3380,212888,208193,Low,Auto,2024-04-02,2034-04-03,13.78,Current,Finance,574,138372,0.95,None,UK,TX,2033-04-02
LN003381,Borrower_3381,350732,62264,Medium,Personal,2024-04-03,2034-04-04,3.92,Delinquent,Healthcare,556,400116,0.45,Inventory,France,FL,2033-04-03
LN003382,Borrower_3382,152603,376910,Low,Mortgage,2024-04-04,2034-04-05,6.44,Default,Retail,675,167538,0.45,Equipment,USA,NC,2033-04-04
LN003383,Borrower_3383,355484,164030,High,Auto,2024-04-05,2034-04-06,3.63,Delinquent,Retail,387,237442,0.65,None,USA,TX,2033-04-05
LN003384,Borrower_3384,99439,395911,Low,Personal,2024-04-06,2034-04-07,7.59,Current,Technology,515,361958,0.61,Equipment,Canada,CA,2033-04-06
LN003385,Borrower_3385,443073,363355,Low,Auto,2024-04-07,2034-04-08,13.89,Delinquent,Retail,658,224940,0.36,Equipment,USA,NY,2033-04-07
LN003386,Borrower_3386,146214,120502,High,Mortgage,2024-04-08,2034-04-09,12.27,Delinquent,Finance,780,474445,0.52,None,France,FL,2033-04-08
LN003387,Borrower_3387,120053,444148,Medium,Auto,2024-04-09,2034-04-10,11.54,Delinquent,Healthcare,583,330257,0.4,Inventory,UK,IL,2033-04-09
LN003388,Borrower_3388,53355,231395,Low,Mortgage,2024-04-10,2034-04-11,9.16,Default,Healthcare,406,473557,0.76,Equipment,Canada,MI,2033-04-10
LN003389,Borrower_3389,408082,307369,Low,Personal,2024-04-11,2034-04-12,13.54,Default,Finance,782,228523,0.21,Inventory,USA,OH,2033-04-11
LN003390,Borrower_3390,206139,133475,High,Auto,2024-04-12,2034-04-13,8.12,Default,Manufacturing,323,382279,0.78,Equipment,Germany,PA,2033-04-12
LN003391,Borrower_3391,239706,477562,High,Commercial,2024-04-13,2034-04-14,4.37,Default,Retail,531,174199,0.25,Equipment,USA,PA,2033-04-13
LN003392,Borrower_3392,130426,206463,High,Mortgage,2024-04-14,2034-04-15,12.97,Current,Healthcare,343,189937,0.38,None,UK,IL,2033-04-14
LN003393,Borrower_3393,69027,170708,High,Auto,2024-04-15,2034-04-16,6.0,Default,Finance,685,243141,0.4,None,Canada,FL,2033-04-15
LN003394,Borrower_3394,456122,273983,Medium,Commercial,2024-04-16,2034-04-17,3.17,Default,Healthcare,780,156587,0.99,Inventory,UK,MI,2033-04-16
LN003395,Borrower_3395,164210,459762,Low,Commercial,2024-04-17,2034-04-18,4.08,Current,Healthcare,377,467298,0.63,None,France,MI,2033-04-17
